flow	speed	occupancy	probability
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	146.3	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	147	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	134.8	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	140.2	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	46.2	4	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	133.6	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	164.9	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	118.6	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	105.9	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	148	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	126.4	0	0
0	144	0	0
0	41.4	2	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	170.3	0	0
0	144	0	0
0	144.7	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	122.4	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	157.8	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	146.4	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	51	7	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	160.8	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	134.4	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	42.6	8	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	1	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	1	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	123	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	139.9	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	1	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	172.6	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	50.4	14	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	156.2	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	185.8	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	131.5	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	126.1	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	50.4	11	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	10.8	49	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	50.4	1	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	137.3	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	56.4	2	0
0	144	0	0
0	144	0	0
0	40.8	1	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	1	0
0	144	0	0
0	144	88	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	1	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	142.4	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	21.6	27	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	48	8	0
0	160.3	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	167.3	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	52.8	6	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	51	14	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	1	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	101.6	0	0
0	144	1	0
0	144	1	0
0	144	0	0
0	144	0	0
0	144	0	0
0	22.8	38	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	149.1290861	0	0
0	149.1290861	0	0
0	144	0	0
0	149.1290861	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	149.1290861	0	0
0	149.1290861	0	0
0	149.1290861	0	0
0	149.1290861	0	0
0	149.1290861	0	0
0	149.1290861	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	146.8	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	1	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	160.1	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	1	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	68.4	2	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	179.1	0	0
0	144	0	0
0	144	2	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	110.4	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	46.2	5	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	128.3	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	138	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	170.6	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	1	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
0	144	0	0
-4	48	5	0
-9	49.2	1	0
-4	53.4	3	0
-1	3	70	0
-14	48	4	0
-11	45	8	0
-6	46.8	4	0
-5	54	2	0
-8	52.8	3	0
-3	51.6	8	0
-9	50.4	4	0
-2	47.4	8	0
-6	48.6	2	0
-1	52.2	4	0
-2	46.2	1	0
-5	1.2	40	0
16	-6.4	52	0
-2	42	1	0
-3	47.4	1	0
-1	48	4	0
-8	43.8	5	0
-4	46.2	7	0
14	-19.8	50	0
-1	12	38	0
9	-14.6	60	0
5	-15.8	3	0
-15	144	0	0
22	-0.1	68	0
-6	10.8	50	0
-3	49.8	4	0
-4	45	8	0
-16	49.8	3	0
22	-6.4	33	0
-6	144	0	0
-3	68.1	2	0
-3	1.8	68	0
-2	51	7	0
2	-11.4	1	0
-4	144	0	0
-5	144	0	0
-14	42	2	0
-16	144	0	0
17	-1.7	33	0
-8	51.6	1	0
-15	67.5	1	0
-3	4.2	56	0
-1	49.8	2	0
-3	144	0	0
-21	51	1	0
-13	144	0	0
-7	4.2	65	0
-1	49.8	1	0
-7	50.4	1	0
-8	47.4	1	0
-20	144	0	0
-8	144	0	0
-3	4.8	54	0
-21	51	1	0
-11	54	2	0
-4	24.6	31	0
-2	53.4	5	0
-6	144	0	0
-14	6	56	0
-15	58.8	1	0
-2	43.2	1	0
17	-29.2	52	0
-5	51	2	0
-15	40.8	2	0
-6	48	5	0
-5	49.2	2	0
-1	45	11	0
14	-1.8	8	0
-1	48	1	0
